id,skills,education,experience_years,role
1566,"cybersecurity, data_viz, deep_learning, figma, gitlab, microservices, numpy, supabase",Masters,3,Data Scientist
1567,"hadoop, jenkins, php, spring, vue",Bootcamp,7,Frontend Developer
1568,"django, firebase, laravel, nlp, rails, solidity",Bachelors,15,Full Stack Developer
1569,"bash, firebase, jenkins, nosql",Bachelors,6,DevOps Engineer
1570,"cypress, nosql, terraform",Bachelors,5,Cloud Engineer
1571,"aws, express, kafka, nlp, php, tensorflow",Masters,7,Backend Developer
1572,"blockchain, cicd, pandas, sql, swift",Bachelors,5,Full Stack Developer
1573,"csharp, grpc, kafka, pytest, rails",Bootcamp,0,QA Engineer
1574,"data_analysis, kotlin, rest_apis, ui_design",Bachelors,10,Data Analyst
1575,"data_analysis, project_management, testing, ui_design",Bachelors,12,Frontend Developer
1576,"csharp, elasticsearch, gcp, redis, ruby, swift",Bootcamp,4,Backend Developer
1577,"communication, data_analysis, elasticsearch, numpy, statistics, typescript",Masters,11,Data Analyst
1578,"azure, flask, grpc, powershell, project_management, swift",Masters,12,Systems Administrator
1579,"azure, docker, mongodb",Bootcamp,9,DevOps Engineer
1580,"flask, public_speaking, websockets",Bachelors,6,Product Manager
1581,"apache_spark, dotnet, express, mongodb, photoshop, public_speaking, swift",Bootcamp,10,UX/UI Designer
1582,"express, gitlab, linux, rest_apis, rust, testing",Bachelors,12,Software Developer
1583,"kotlin, kubernetes, nlp, rabbitmq, swift, ui_design, websockets",Bachelors,13,Cloud Engineer
1584,"apache, elasticsearch, go, pandas, selenium, technical_writing, tensorflow",Bachelors,5,Data Scientist
1585,"blockchain, express, figma, supabase",Bachelors,7,Blockchain Developer
1586,"express, networking, tensorflow",PhD,8,Full Stack Developer
1587,"data_analysis, django, nlp, pytorch, rest_apis, swift, ui_design",Bachelors,3,Data Scientist
1588,"apache_spark, azure, graphql, pytorch",Bachelors,9,Solutions Architect
1589,"angular, gcp, go, nlp, statistics",Bachelors,5,Data Scientist
1590,"figma, gitlab, numpy, spring, testing, typescript, ux_research",PhD,15,UX/UI Designer
1591,"apache_spark, communication, kotlin, leadership, rails, rest_apis, scikit_learn, terraform",Bachelors,13,Project Manager
1592,"laravel, pandas, scikit_learn, sketch, typescript",Bootcamp,7,Machine Learning Engineer
1593,"grpc, html, java, pytest, typescript",Masters,3,Frontend Developer
1594,"cybersecurity, github_actions, kafka, statistics, websockets",Bachelors,8,DevOps Engineer
1595,"data_analysis, excel, scikit_learn, swift, tensorflow",Bootcamp,13,Data Analyst
1596,"data_viz, docker, machine_learning, rabbitmq, supabase",Bootcamp,10,Data Scientist
1597,"angular, aws, cybersecurity, linux",Bachelors,1,Cybersecurity Analyst
1598,"apache_spark, azure, grpc, kotlin, mongodb_atlas, photoshop",Bachelors,6,Solutions Architect
1599,"dotnet, git, nosql, powerbi, public_speaking, python, redis, spring",Bachelors,7,Backend Developer
1600,"hadoop, linux, vue",Bachelors,11,DevOps Engineer
1601,"bash, firebase, kafka, powerbi, public_speaking, selenium",Bachelors,7,Backend Developer
1602,"devops, excel, hadoop, java, nodejs, ruby, testing",Bachelors,14,Software Developer
1603,"excel, git, go, public_speaking, testing",Bachelors,1,Software Developer
1604,"illustrator, laravel, public_speaking, terraform",Bachelors,4,DevOps Engineer
1605,"cybersecurity, data_analysis, project_management, scikit_learn, solidity, swift",Bachelors,5,Cybersecurity Analyst
1606,"cicd, git, html",Masters,8,Software Developer
1607,"csharp, go, public_speaking, scikit_learn, sql, tensorflow",Bootcamp,1,Machine Learning Engineer
1608,"apache_spark, azure, bash, cybersecurity, data_viz, leadership, nlp, scikit_learn",Bachelors,6,Systems Administrator
1609,"docker, gitlab, html, junit, nginx, pandas, rest_apis, selenium",Bachelors,9,Software Developer
1610,"data_viz, express, junit, kotlin, linux, postgresql, scala, swift",Masters,0,Cybersecurity Analyst
1611,"css, data_viz, kafka, nginx, scala, swift, websockets",PhD,13,Backend Developer
1612,"deep_learning, git, mongodb, swift",Bachelors,14,Data Scientist
1613,"angular, gitlab, linux, react, statistics",Masters,11,DevOps Engineer
1614,"apache_spark, bash, leadership, networking, powerbi, public_speaking, ruby, rust",Masters,9,Product Manager
1615,"mongodb, problem_solving, scikit_learn",Bootcamp,6,Machine Learning Engineer
1616,"cicd, express, github_actions, numpy, rails",Bachelors,4,Full Stack Developer
1617,"cybersecurity, dotnet, firebase, junit, nodejs, postgresql, scikit_learn",Bootcamp,14,Full Stack Developer
1618,"azure, flask, laravel, pandas, python, scala",Bachelors,9,Data Scientist
1619,"aws, networking, nginx, statistics, typescript",Bachelors,9,Cybersecurity Analyst
1620,"cybersecurity, docker, laravel, machine_learning, mongodb, react, technical_writing",Masters,7,Data Scientist
1621,"agile, css, hadoop, illustrator, networking, solidity, swift",Masters,3,Frontend Developer
1622,"azure, cicd, docker, excel, graphql, java, junit, laravel",Masters,10,Full Stack Developer
1623,"css, cypress, dotnet, excel, java, junit, mongodb",Bachelors,15,Software Developer
1624,"apache, blockchain, go, html, illustrator, problem_solving, redis, technical_writing",Bachelors,14,Product Manager
1625,"apache_spark, mongodb, project_management",Bachelors,10,Database Administrator
1626,"figma, go, kotlin, mysql, sketch",Bachelors,6,UX/UI Designer
1627,"cybersecurity, rabbitmq, redis",Bachelors,8,Cloud Engineer
1628,"computer_vision, devops, illustrator, nosql, ruby, sketch, swift",Bootcamp,0,Database Administrator
1629,"cicd, javascript, microservices, statistics, swift",Bootcamp,3,Software Developer
1630,"django, project_management, redis, tensorflow",Bachelors,5,Full Stack Developer
1631,"docker, graphql, pytest, rest_apis, statistics",Masters,4,Backend Developer
1632,"apache_spark, html, redis",PhD,11,Database Administrator
1633,"apache, communication, data_viz",Bachelors,9,Data Scientist
1634,"docker, kafka, nosql, python, statistics",Bootcamp,3,Backend Developer
1635,"docker, ethereum, networking, rails, redis, ruby, sketch, vue",PhD,7,Backend Developer
1636,"agile, azure, computer_vision, data_analysis, express, figma, laravel, leadership",Bachelors,10,Project Manager
1637,"apache, excel, kafka, php",Bachelors,10,Backend Developer
1638,"cicd, css, cybersecurity, data_analysis, r",Masters,9,Cybersecurity Analyst
1639,"gitlab, leadership, microservices, ruby, scala",Bootcamp,15,Solutions Architect
1640,"data_analysis, express, gcp, hadoop, kubernetes, spring",Bachelors,7,Backend Developer
1641,"blockchain, computer_vision, mongodb, nodejs, r",Masters,7,Blockchain Developer
1642,"communication, pandas, ruby",Bachelors,11,Data Analyst
1643,"aws, devops, express, junit, leadership, php, redis",Bootcamp,8,Full Stack Developer
1644,"deep_learning, gitlab, java, scala, statistics, typescript",Bootcamp,7,Data Scientist
1645,"agile, cicd, computer_vision, csharp, data_viz, php, r, scala",Bachelors,4,Data Scientist
1646,"aws, docker, git, mongodb_atlas, mysql, postgresql, terraform, ux_research",Bachelors,5,Cloud Engineer
1647,"angular, cybersecurity, github_actions, graphql, numpy, sql, tensorflow",Bachelors,12,Backend Developer
1648,"dotnet, mongodb, rust, tensorflow",Masters,9,Database Administrator
1649,"gcp, grpc, php, redis",PhD,1,Database Administrator
1650,"css, gcp, hadoop, jenkins, linux, r, ruby, terraform",Bachelors,3,DevOps Engineer
1651,"cypress, firebase, linux, nodejs, spring",Bachelors,7,Backend Developer
1652,"hadoop, mongodb_atlas, rabbitmq, vue",Bootcamp,12,Frontend Developer
1653,"ethereum, postgresql, python, react, solidity, statistics, supabase",Bachelors,8,Data Scientist
1654,"cicd, gitlab, mongodb_atlas",Bachelors,6,DevOps Engineer
1655,"azure, bash, nginx, redis, ruby, vue",Bachelors,14,Systems Administrator
1656,"blockchain, powerbi, tableau",Bachelors,4,Data Analyst
1657,"mongodb_atlas, sql, websockets",Bachelors,1,Database Administrator
1658,"mongodb, ruby, rust, statistics, swift",Bachelors,2,Data Scientist
1659,"bash, cicd, javascript, nosql, pandas",Bachelors,13,Software Developer
1660,"illustrator, java, laravel, microservices, rabbitmq",Masters,13,Backend Developer
1661,"csharp, dotnet, gitlab, leadership, mongodb, numpy, spring, ui_design",Bootcamp,4,UX/UI Designer
1662,"angular, excel, firebase, jenkins, networking, public_speaking, rabbitmq, testing",Bootcamp,2,Frontend Developer
1663,"git, leadership, php",Bootcamp,11,Project Manager
1664,"flask, kafka, nginx",Masters,12,Backend Developer
1665,"data_analysis, devops, hadoop",Bootcamp,11,QA Engineer
1666,"pandas, rabbitmq, scikit_learn",PhD,11,Data Analyst
1667,"agile, jenkins, jira, kubernetes, ruby, supabase",Bachelors,8,DevOps Engineer
1668,"dotnet, excel, gcp, java, kotlin, postgresql, powerbi",Masters,10,Data Analyst
1669,"nginx, pytest, rails",Bootcamp,4,Blockchain Developer
1670,"css, python, rust, scala, statistics, testing",Bachelors,11,Frontend Developer
1671,"cicd, pandas, swift",Bachelors,1,Data Scientist
1672,"apache, javascript, supabase, tensorflow",Bootcamp,2,Software Developer
1673,"cpp, devops, kubernetes, powerbi, react, selenium, spring",Bootcamp,6,Backend Developer
1674,"agile, angular, docker, elasticsearch, html, java, javascript, laravel",Bootcamp,13,Software Developer
1675,"apache_spark, excel, grpc, html, photoshop",Masters,12,Frontend Developer
1676,"figma, javascript, laravel, nosql, problem_solving, testing",Bachelors,15,Frontend Developer
1677,"data_viz, elasticsearch, javascript, powershell, ruby, rust, websockets",Bachelors,11,Cybersecurity Analyst
1678,"flask, jenkins, statistics",Masters,7,DevOps Engineer
1679,"azure, django, excel, express, php, pytorch",Bootcamp,5,Full Stack Developer
1680,"computer_vision, excel, hadoop, machine_learning, microservices, nodejs, rust, supabase",Bachelors,4,Data Scientist
1681,"computer_vision, devops, illustrator, rails, rest_apis, testing",Bachelors,12,Software Developer
1682,"communication, deep_learning, machine_learning, pytorch, react, statistics",Bachelors,8,Data Scientist
1683,"elasticsearch, grpc, nodejs, powershell, rabbitmq, scikit_learn",Masters,7,Backend Developer
1684,"azure, blockchain, flask, project_management, typescript",Bachelors,1,Project Manager
1685,"excel, laravel, nginx, nodejs, pandas, react, solidity",Bootcamp,9,Data Analyst
1686,"cybersecurity, django, rabbitmq",Bachelors,5,Cybersecurity Analyst
1687,"blockchain, laravel, microservices, pandas",Bootcamp,6,Backend Developer
1688,"communication, flask, php, powerbi, project_management",Bachelors,15,Data Analyst
1689,"data_viz, ethereum, express, figma, nodejs, public_speaking, r, sql",Bachelors,14,Backend Developer
1690,"jira, kubernetes, leadership, php, ux_research",PhD,6,Project Manager
1691,"computer_vision, hadoop, sketch, spring, tableau, websockets",Bootcamp,4,Data Analyst
1692,"kotlin, kubernetes, mysql, postgresql, problem_solving, ruby, sketch",Bachelors,6,Database Administrator
1693,"cpp, deep_learning, problem_solving, project_management, python, scala, ux_research",Bachelors,13,Robotics Engineer
1694,"gcp, javascript, leadership, nodejs, nosql, rabbitmq, swift",Masters,1,Project Manager
1695,"data_analysis, dotnet, graphql, kubernetes, networking, php, tensorflow",PhD,13,Cloud Engineer
1696,"kubernetes, photoshop, pytorch",Bachelors,5,Solutions Architect
1697,"apache_spark, devops, mongodb_atlas, networking, selenium",Bachelors,9,Cybersecurity Analyst
1698,"cicd, cybersecurity, swift",Masters,1,DevOps Engineer
1699,"aws, figma, kafka, mysql, vue",Bootcamp,13,Cloud Engineer
1700,"express, jenkins, kafka, networking, powershell, rust, testing",Bachelors,11,Cybersecurity Analyst
1701,"apache, firebase, leadership, scala, solidity",Bachelors,14,Product Manager
1702,"php, rust, sketch",Bachelors,13,Solutions Architect
1703,"cicd, cybersecurity, kotlin, python, rabbitmq, rust, terraform, testing",Bachelors,12,Software Developer
1704,"grpc, javascript, react, supabase",PhD,15,Frontend Developer
1705,"grpc, rabbitmq, swift, typescript",Bachelors,13,Frontend Developer
1706,"gitlab, illustrator, postgresql, r, rails",Bachelors,10,DevOps Engineer
1707,"kubernetes, problem_solving, rails, scala, sql, testing",Bootcamp,11,Backend Developer
1708,"mongodb_atlas, postgresql, rest_apis, sketch, solidity",Bachelors,13,Software Developer
1709,"css, excel, photoshop, rabbitmq, tensorflow",Bootcamp,9,Data Analyst
1710,"cicd, deep_learning, mongodb, rabbitmq",Bootcamp,10,DevOps Engineer
1711,"nosql, public_speaking, sql",Bachelors,6,Data Analyst
1712,"cypress, gcp, microservices, networking, nlp, php",Bachelors,6,Solutions Architect
1713,"data_viz, docker, go, jenkins, pytest, pytorch",PhD,3,DevOps Engineer
1714,"data_analysis, docker, github_actions, gitlab, microservices, nosql, scala, testing",Bootcamp,6,DevOps Engineer
1715,"aws, project_management, scala",Bootcamp,12,Solutions Architect
1716,"azure, communication, django, redis, supabase",Bachelors,7,Database Administrator
1717,"agile, csharp, css, deep_learning, dotnet, rust",Bachelors,4,Frontend Developer
1718,"aws, jira, laravel, scikit_learn",Bachelors,5,Machine Learning Engineer
1719,"linux, numpy, powershell, spring, tableau, testing, typescript",Masters,15,Frontend Developer
1720,"csharp, css, firebase, scikit_learn, selenium",PhD,4,Frontend Developer
1721,"cpp, git, microservices, nlp",Bootcamp,15,Backend Developer
1722,"mongodb, nosql, terraform",Bootcamp,13,Database Administrator
1723,"csharp, express, git, github_actions, java, numpy",Bootcamp,5,Backend Developer
1724,"communication, figma, graphql, linux, pandas, ruby, sql, websockets",Bootcamp,12,Data Analyst
1725,"apache_spark, aws, ethereum, graphql, html",Bachelors,5,Full Stack Developer
1726,"data_analysis, networking, pandas, tensorflow, testing, typescript",Bachelors,3,Data Analyst
1727,"computer_vision, docker, excel, react",Bootcamp,9,Full Stack Developer
1728,"apache_spark, computer_vision, react",Bachelors,8,Frontend Developer
1729,"angular, git, machine_learning, mongodb, rest_apis",Bachelors,3,Software Developer
1730,"elasticsearch, ethereum, scikit_learn",Bachelors,9,Blockchain Developer
1731,"django, hadoop, kotlin, php, swift, websockets",Bachelors,13,Robotics Engineer
1732,"jira, machine_learning, photoshop, powershell, problem_solving, ruby, tensorflow, ux_research",Masters,4,Product Manager
1733,"communication, computer_vision, microservices, nlp, nodejs, nosql",Bachelors,1,Backend Developer
1734,"devops, dotnet, firebase, github_actions, machine_learning, react, selenium, ui_design",Masters,12,UX/UI Designer
1735,"aws, bash, communication, nodejs",PhD,8,DevOps Engineer
1736,"cpp, cypress, kafka, leadership, react",Bootcamp,13,Frontend Developer
1737,"data_analysis, flask, technical_writing",PhD,2,Data Analyst
1738,"junit, public_speaking, scala, statistics",Bachelors,10,UX/UI Designer
1739,"aws, devops, graphql, java, kafka, project_management, pytorch, sql",Bachelors,14,Backend Developer
1740,"illustrator, jira, kotlin, kubernetes, rust, ui_design",Bachelors,11,UX/UI Designer
1741,"ethereum, hadoop, jira, machine_learning, photoshop, rabbitmq, scala",PhD,13,Product Manager
1742,"cybersecurity, django, linux, problem_solving, ux_research",Bootcamp,6,Cybersecurity Analyst
1743,"cicd, elasticsearch, flask, jenkins, leadership, sketch, swift, terraform",Bachelors,0,DevOps Engineer
1744,"deep_learning, laravel, nlp, tableau",Masters,7,Data Scientist
1745,"apache, cpp, machine_learning, numpy, scala",Bachelors,1,Data Scientist
1746,"bash, deep_learning, dotnet, github_actions, grpc, mongodb, rest_apis, vue",Bachelors,1,DevOps Engineer
1747,"devops, kubernetes, nginx, nodejs",Masters,6,Backend Developer
1748,"blockchain, docker, hadoop, nginx",PhD,14,Blockchain Developer
1749,"apache_spark, ethereum, selenium, solidity, sql, swift, testing, typescript",PhD,6,QA Engineer
1750,"angular, excel, kafka, kubernetes, project_management",Bachelors,15,Frontend Developer
1751,"dotnet, sketch, tensorflow, testing",Bachelors,5,QA Engineer
